16.4,20.11,0.699,8.07,0.0105
5.11,22.8,3.29,3.58,0.191,Graphene Nanoplatelet Thermal Interface Material
6.52,23.0,4.06,11.1,0.306,Graphene Nanoplatelet Thermal Interface Material
8.77,22.9,3.51,14.9,0.213,Boron Nitride Nanotube Composite
5.37,15.5,2.8,13.6,0.15,Boron Nitride Nanotube Composite
8.44,19.7,3.61,16.4,0.288,Boron Nitride Nanotube Composite
8.06,22.3,5.38,13.8,0.536,Graphene Nanoplatelet Thermal Interface Material
12.3,22.5,5.17,17.6,0.511,Reinforced Carbon-Carbon (RCC) Shield Tile
6.75,19.1,8.36,11.5,1.64,Silicon Oxycarbide Shield Tile
12.4,13.9,1.14,20.2,0.025,Aerogel-Infused Carbon Fiber Panel
12.1,15.6,2.74,20.0,0.163,Boron Nitride Nanotube Composite
10.3,22.1,1.24,17.2,0.0316,Graphene Nanoplatelet Thermal Interface Material
9.01,22.5,5.83,14.6,0.884,Reinforced Carbon-Carbon (RCC) Shield Tile
23.0,19.9,0.0276,20.9,7.3e-05,Boron Nitride Nanotube Composite
9.77,21.6,4.85,16.4,0.606,Reinforced Carbon-Carbon (RCC) Shield Tile
6.67,22.2,2.91,12.8,0.155,Graphene Nanoplatelet Thermal Interface Material
5.01,22.8,3.17,3.84,0.18,Graphene Nanoplatelet Thermal Interface Material
5.77,22.9,4.19,9.28,0.321,Graphene Nanoplatelet Thermal Interface Material
6.52,21.5,7.14,10.5,1.02,Phenolic Impregnated Carbon Ablator (PICA)
14.6,21.9,3.83,19.4,0.283,Reinforced Carbon-Carbon (RCC) Shield Tile
12.7,22.0,5.01,18.2,0.517,Reinforced Carbon-Carbon (RCC) Shield Tile
6.79,22.8,1.06,12.7,0.0238,Graphene-Coated Carbon Fiber Sheet
5.57,22.5,3.87,9.59,0.268,Graphene-Coated Carbon Fiber Sheet
10.1,20.3,3.92,17.6,0.524,Boron Nitride Nanotube Composite
5.75,22.7,2.33,10.5,0.0968,Graphene Nanoplatelet Thermal Interface Material
8.41,16.8,3.09,17.3,0.206,Boron Nitride Nanotube Composite
12.7,21.6,2.8,18.9,0.197,Reinforced Carbon-Carbon (RCC) Shield Tile
6.44,15.6,9.82,7.36,4.71,Boron Nitride Nanotube Composite
9.55,21.0,4.75,16.6,0.614,Reinforced Carbon-Carbon (RCC) Shield Tile
8.32,22.9,3.4,14.5,0.206,Graphene-Coated Carbon Fiber Sheet
8.74,17.0,4.35,17.3,0.36,Graphene Nanoplatelet Thermal Interface Material
7.47,16.7,8.17,13.9,1.46,Reinforced Carbon-Carbon (RCC) Shield Tile
6.28,20.7,4.97,12.6,0.545,Phenolic Impregnated Carbon Ablator (PICA)
14.7,17.7,2.96,20.9,0.191,Boron Nitride Nanotube Composite
4.14,15.7,6.1,1.71,0.774,Reinforced Carbon-Carbon (RCC) Shield Tile
12.3,15.1,3.22,20.1,0.214,Phenolic Impregnated Carbon Ablator (PICA)
6.94,19.5,4.15,14.7,0.449,Diamond-Like Carbon (DLC) Coated Radiator
5.56,22.5,5.23,8.39,0.521,Graphene-Coated Carbon Fiber Sheet
12.8,15.7,0.759,20.5,0.0161,Zirconium Dioxide Ceramic Heat Sink
10.4,22.0,0.354,17.4,0.00285,Zirconium Dioxide Ceramic Heat Sink
7.94,22.6,1.69,14.6,0.0525,Aerogel-Infused Carbon Fiber Panel
5.6,22.3,6.58,4.4,0.777,Graphene Nanoplatelet Thermal Interface Material
5.17,22.6,3.28,8.49,0.196,Boron Nitride Nanotube Composite
4.7,22.0,2.82,7.97,0.146,Phenolic Impregnated Carbon Ablator (PICA)
13.8,16.6,3.92,20.6,0.316,Graphene Nanoplatelet Thermal Interface Material
5.94,22.1,2.39,11.8,0.109,Boron Nitride Nanotube Composite
5.16,22.7,2.54,8.72,0.117,Boron Nitride Nanotube Composite
8.0,21.2,6.71,13.9,1.11,Reinforced Carbon-Carbon (RCC) Shield Tile
4.67,22.2,3.39,6.52,0.21,Boron Nitride Nanotube Composite
12.1,15.5,2.69,20.1,0.131,Graphene-Coated Carbon Fiber Sheet
12.7,21.8,2.59,18.9,0.184,Reinforced Carbon-Carbon (RCC) Shield Tile
12.1,16.6,3.01,20.0,0.182,Diamond-Like Carbon (DLC) Coated Radiator
6.67,7.97,4.44,12.1,1.09,Boron Nitride Nanotube Composite
12.5,18.0,3.04,20.0,0.19,Boron Nitride Nanotube Composite
8.19,21.4,8.81,12.0,2.13,Reinforced Carbon-Carbon (RCC) Shield Tile
10.6,22.9,3.02,16.9,0.161,Graphene-Coated Carbon Fiber Sheet
9.4,21.3,7.63,14.9,1.27,Phenolic Impregnated Carbon Ablator (PICA)
4.62,21.7,4.58,4.62,0.367,Reinforced Carbon-Carbon (RCC) Shield Tile
11.7,15.5,2.78,19.9,0.151,Boron Nitride Nanotube Composite
5.4,22.0,6.45,3.88,0.9,Diamond-Like Carbon (DLC) Coated Radiator
5.12,20.5,7.42,5.57,1.0,Boron Nitride Nanotube Composite
16.5,15.7,4.24,21.4,0.379,Boron Nitride Nanotube Composite
16.8,15.6,4.52,21.4,0.408,Boron Nitride Nanotube Composite
8.1,20.6,2.78,16.0,0.143,Phenolic Impregnated Carbon Ablator (PICA)
4.22,20.2,5.26,4.7,0.494,Graphene Nanoplatelet Thermal Interface Material
17.7,19.7,2.86,21.2,0.161,Boron Nitride Nanotube Composite
7.2,7.5,5.01,12.3,1.22,Boron Nitride Nanotube Composite
4.9,21.4,4.77,8.6,0.424,Graphene-Coated Carbon Fiber Sheet
6.88,21.4,5.43,13.0,0.709,Reinforced Carbon-Carbon (RCC) Shield Tile
4.97,22.9,3.71,5.03,0.24,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,17.3,4.57,19.2,0.491,Silicon Oxycarbide Shield Tile
3.81,13.4,5.98,3.51,0.619,Boron Nitride Nanotube Composite
13.1,17.2,3.92,20.3,0.312,Aerogel-Infused Carbon Fiber Panel
12.1,22.6,1.45,18.3,0.0392,Graphene-Coated Carbon Fiber Sheet
5.42,20.2,5.07,11.4,0.454,Nanocrystalline Diamond Thermal Spreader
8.11,22.3,4.35,14.6,0.335,Graphene Nanoplatelet Thermal Interface Material
7.2,16.8,4.91,15.7,0.424,Nanocrystalline Diamond Thermal Spreader
5.63,21.5,5.53,10.3,0.565,Phenolic Impregnated Carbon Ablator (PICA)
4.67,21.2,3.77,9.06,0.269,Boron Nitride Nanotube Composite
8.1,21.7,1.29,15.6,0.0312,Aerogel-Infused Carbon Fiber Panel
10.1,22.7,6.62,15.4,0.943,Graphene-Coated Carbon Fiber Sheet
8.72,20.8,2.82,16.6,0.142,Reinforced Carbon-Carbon (RCC) Shield Tile
4.76,22.0,3.68,8.11,0.242,Reinforced Carbon-Carbon (RCC) Shield Tile
5.79,20.5,2.17,13.1,0.088,Diamond-Like Carbon (DLC) Coated Radiator
12.1,20.9,4.21,18.8,0.358,Boron Nitride Nanotube Composite
4.74,21.3,5.67,3.84,0.852,Graphene Nanoplatelet Thermal Interface Material
10.1,15.3,1.68,19.1,0.0547,Boron Nitride Nanotube Composite
5.06,22.6,5.02,5.03,0.459,Reinforced Carbon-Carbon (RCC) Shield Tile
4.29,20.7,4.38,2.7,0.34,Phenolic Impregnated Carbon Ablator (PICA)
4.92,21.3,5.56,8.16,0.643,Graphene Nanoplatelet Thermal Interface Material
12.5,13.6,4.9,19.9,0.49,Boron Nitride Nanotube Composite
8.55,22.4,2.91,15.5,0.157,Graphene Nanoplatelet Thermal Interface Material
7.68,20.3,2.01,15.9,0.0781,Aerogel-Infused Carbon Fiber Panel
7.92,20.8,9.87,10.8,2.35,Reinforced Carbon-Carbon (RCC) Shield Tile
5.95,20.7,3.72,12.9,0.313,Diamond-Like Carbon (DLC) Coated Radiator
5.46,22.5,3.84,9.88,0.264,Graphene Nanoplatelet Thermal Interface Material
8.1,19.3,1.75,16.8,0.0551,Graphene-Coated Carbon Fiber Sheet
5.6,19.9,3.48,12.9,0.218,Reinforced Carbon-Carbon (RCC) Shield Tile
4.52,20.8,3.64,9.39,0.239,Graphene Nanoplatelet Thermal Interface Material
12.9,18.9,3.75,20.0,0.272,Boron Nitride Nanotube Composite
5.35,21.6,5.73,9.29,0.645,Graphene Nanoplatelet Thermal Interface Material
5.27,18.1,4.67,12.7,0.39,Reinforced Carbon-Carbon (RCC) Shield Tile
5.6,22.5,2.78,10.8,0.143,Boron Nitride Nanotube Composite
11.9,13.7,2.33,20.1,0.103,Boron Nitride Nanotube Composite
9.36,20.9,7.3,15.5,1.22,Reinforced Carbon-Carbon (RCC) Shield Tile
4.81,22.8,3.32,6.52,0.201,Graphene-Coated Carbon Fiber Sheet
7.35,22.7,3.01,13.8,0.168,Boron Nitride Nanotube Composite
8.91,22.9,2.72,15.6,0.131,Graphene Nanoplatelet Thermal Interface Material
12.4,17.0,4.33,20.0,0.511,Boron Nitride Nanotube Composite
13.5,18.8,5.03,20.0,0.587,Boron Nitride Nanotube Composite
4.94,21.3,1.73,10.8,0.0572,Boron Nitride Nanotube Composite
6.58,22.0,4.29,12.8,0.365,Graphene Nanoplatelet Thermal Interface Material
4.82,20.0,3.05,11.4,0.171,Graphene-Coated Carbon Fiber Sheet
5.41,23.0,5.57,4.36,0.533,Graphene-Coated Carbon Fiber Sheet
5.12,22.6,4.93,7.24,0.488,Boron Nitride Nanotube Composite
7.44,22.0,4.63,14.0,0.41,Graphene-Coated Carbon Fiber Sheet
4.34,21.9,3.44,4.49,0.217,Boron Nitride Nanotube Composite
4.53,22.5,2.96,4.86,0.159,Graphene Nanoplatelet Thermal Interface Material
5.83,20.4,4.43,12.7,0.359,Phenolic Impregnated Carbon Ablator (PICA)
4.67,22.5,3.38,3.6,0.207,Graphene Nanoplatelet Thermal Interface Material
9.35,22.3,4.33,16.1,0.556,Reinforced Carbon-Carbon (RCC) Shield Tile
10.1,22.0,5.1,16.7,0.556,Reinforced Carbon-Carbon (RCC) Shield Tile
5.53,22.8,3.05,10.2,0.168,Boron Nitride Nanotube Composite
12.3,18.2,2.51,20.1,0.115,Graphene-Coated Carbon Fiber Sheet
5.69,22.1,2.77,11.6,0.148,Silicon Oxycarbide Shield Tile
14.2,22.8,7.67,17.6,1.33,Graphene-Coated Carbon Fiber Sheet
17.0,17.6,0.89,21.8,0.0158,Graphene-Coated Carbon Fiber Sheet
5.11,19.6,2.7,12.5,0.155,Diamond-Like Carbon (DLC) Coated Radiator
12.0,22.1,4.52,18.2,0.462,Reinforced Carbon-Carbon (RCC) Shield Tile
7.87,22.6,8.59,10.8,2.15,Graphene Nanoplatelet Thermal Interface Material
16.3,19.3,4.68,20.9,0.445,Boron Nitride Nanotube Composite
9.06,21.9,1.75,16.6,0.0564,Boron Nitride Nanotube Composite
6.34,22.9,4.11,11.6,0.313,Graphene Nanoplatelet Thermal Interface Material
6.45,21.7,2.9,13.4,0.152,Boron Nitride Nanotube Composite
16.5,19.2,4.98,20.9,0.474,Boron Nitride Nanotube Composite
6.83,22.6,2.09,13.4,0.0815,Boron Nitride Nanotube Composite
7.9,19.0,1.93,16.8,0.0708,Graphene-Coated Carbon Fiber Sheet
12.6,22.9,1.17,18.6,0.0261,Zirconium Dioxide Ceramic Heat Sink
12.5,15.8,1.13,20.6,0.024,Graphene-Coated Carbon Fiber Sheet
7.69,6.09,4.81,12.0,1.12,Boron Nitride Nanotube Composite
12.5,13.7,3.72,20.3,0.268,Aerogel-Infused Carbon Fiber Panel
8.82,22.0,8.22,13.6,1.43,Reinforced Carbon-Carbon (RCC) Shield Tile
6.26,20.2,4.13,13.8,0.34,Phenolic Impregnated Carbon Ablator (PICA)
4.38,21.6,4.67,4.98,0.379,Nanocrystalline Diamond Thermal Spreader
8.35,21.4,4.15,15.8,0.365,Reinforced Carbon-Carbon (RCC) Shield Tile
6.85,21.4,5.32,13.4,0.572,Diamond-Like Carbon (DLC) Coated Radiator
16.7,19.9,2.72,21.2,0.155,Boron Nitride Nanotube Composite
5.69,22.9,6.64,6.53,0.82,Aerogel-Infused Carbon Fiber Panel
8.56,21.0,1.48,16.7,0.0404,Graphene-Coated Carbon Fiber Sheet
8.65,22.8,2.5,15.6,0.117,Boron Nitride Nanotube Composite
4.45,21.7,4.43,7.05,0.344,Graphene Nanoplatelet Thermal Interface Material
15.4,15.7,4.03,21.4,0.367,Boron Nitride Nanotube Composite
13.2,22.8,4.99,18.4,0.495,Reinforced Carbon-Carbon (RCC) Shield Tile
5.7,22.8,5.39,9.31,0.553,Graphene Nanoplatelet Thermal Interface Material
6.6,17.8,3.47,15.5,0.218,Diamond-Like Carbon (DLC) Coated Radiator
4.72,22.8,3.36,3.57,0.21,Graphene Nanoplatelet Thermal Interface Material
4.88,22.7,2.54,8.72,0.117,Boron Nitride Nanotube Composite
7.87,21.6,3.8,15.3,0.3,Silicon Oxycarbide Shield Tile
4.72,22.4,4.41,6.85,0.4,Reinforced Carbon-Carbon (RCC) Shield Tile
3.89,19.7,5.1,7.09,0.456,Graphene Nanoplatelet Thermal Interface Material
4.55,18.8,7.74,6.3,1.3,Diamond-Like Carbon (DLC) Coated Radiator
10.8,19.4,5.44,18.4,0.61,Reinforced Carbon-Carbon (RCC) Shield Tile
13.5,9.11,6.19,18.9,1.01,Aerogel-Infused Carbon Fiber Panel
8.32,21.2,2.63,16.3,0.136,Phenolic Impregnated Carbon Ablator (PICA)
5.69,22.9,3.75,10.5,0.246,Graphene-Coated Carbon Fiber Sheet
9.15,22.6,0.991,16.4,0.0199,Aerogel-Infused Carbon Fiber Panel
10.1,21.2,3.13,17.8,0.231,Nanocrystalline Diamond Thermal Spreader
6.1,20.3,6.4,12.3,0.87,Diamond-Like Carbon (DLC) Coated Radiator
8.24,22.6,5.08,14.6,0.563,Nanocrystalline Diamond Thermal Spreader
5.07,22.7,4.21,8.46,0.32,Phenolic Impregnated Carbon Ablator (PICA)
10.7,21.3,6.35,17.2,0.858,Graphene-Coated Carbon Fiber Sheet
11.2,22.3,3.76,17.9,0.329,Reinforced Carbon-Carbon (RCC) Shield Tile
7.16,20.1,3.9,15.3,0.294,Graphene Nanoplatelet Thermal Interface Material
4.57,22.4,3.5,3.05,0.232,Boron Nitride Nanotube Composite
10.5,5.97,3.73,15.9,0.409,Boron Nitride Nanotube Composite
10.5,15.7,7.36,18.0,1.67,Boron Nitride Nanotube Composite
11.7,14.5,3.38,20.1,0.225,Diamond-Like Carbon (DLC) Coated Radiator
11.0,22.8,2.58,17.7,0.137,Boron Nitride Nanotube Composite
12.6,22.6,5.78,18.0,0.646,Reinforced Carbon-Carbon (RCC) Shield Tile
6.89,22.6,3.13,13.5,0.18,Graphene Nanoplatelet Thermal Interface Material
9.33,22.6,1.47,16.6,0.041,Aerogel-Infused Carbon Fiber Panel
4.49,22.4,2.87,2.85,0.145,Boron Nitride Nanotube Composite
7.19,22.2,2.53,14.4,0.125,Graphene Nanoplatelet Thermal Interface Material
5.07,22.8,5.21,6.79,0.487,Graphene Nanoplatelet Thermal Interface Material
5.09,22.7,5.67,5.88,0.566,Graphene Nanoplatelet Thermal Interface Material
19.3,7.08,3.73,20.0,0.25,Diamond-Like Carbon (DLC) Coated Radiator
4.64,22.5,4.23,6.52,0.321,Graphene-Coated Carbon Fiber Sheet
11.6,16.8,2.62,20.1,0.148,Boron Nitride Nanotube Composite
12.7,18.4,3.35,20.3,0.208,Phenolic Impregnated Carbon Ablator (PICA)
5.53,15.9,7.98,11.6,1.24,Phenolic Impregnated Carbon Ablator (PICA)
15.2,19.4,4.38,20.8,0.421,Boron Nitride Nanotube Composite
6.3,20.5,3.43,14.1,0.231,Boron Nitride Nanotube Composite
15.8,20.3,3.3,20.9,0.219,Reinforced Carbon-Carbon (RCC) Shield Tile
4.54,22.8,3.24,4.82,0.184,Boron Nitride Nanotube Composite
4.7,19.4,6.17,10.0,0.658,Boron Nitride Nanotube Composite
14.5,13.0,2.46,21.3,0.14,Diamond-Like Carbon (DLC) Coated Radiator
8.74,20.0,6.48,16.1,1.03,Reinforced Carbon-Carbon (RCC) Shield Tile
13.8,10.6,1.45,20.6,0.0401,Aerogel-Infused Carbon Fiber Panel
6.41,18.2,2.88,15.4,0.145,Boron Nitride Nanotube Composite
18.1,11.3,1.3,21.8,0.033,Zirconium Dioxide Ceramic Heat Sink
8.26,22.9,3.25,15.1,0.184,Boron Nitride Nanotube Composite
5.02,9.76,5.42,10.5,0.665,Reinforced Carbon-Carbon (RCC) Shield Tile
14.2,22.5,5.04,19.1,0.561,Reinforced Carbon-Carbon (RCC) Shield Tile
4.73,22.4,5.06,5.9,0.493,Boron Nitride Nanotube Composite
4.92,20.3,3.02,11.9,0.175,Graphene Nanoplatelet Thermal Interface Material
5.82,22.8,5.81,9.61,0.593,Graphene Nanoplatelet Thermal Interface Material
12.9,17.6,5.05,20.2,0.47,Boron Nitride Nanotube Composite
4.18,21.6,3.87,7.05,0.267,Graphene Nanoplatelet Thermal Interface Material
11.4,16.4,3.11,20.0,0.222,Boron Nitride Nanotube Composite
10.1,16.5,4.07,19.0,0.324,Diamond-Like Carbon (DLC) Coated Radiator
5.91,21.4,3.73,12.8,0.247,Graphene Nanoplatelet Thermal Interface Material
3.88,20.9,4.02,3.87,0.329,Graphene Nanoplatelet Thermal Interface Material
4.49,22.2,3.59,7.8,0.229,Reinforced Carbon-Carbon (RCC) Shield Tile
5.18,20.7,5.45,10.9,0.71,Boron Nitride Nanotube Composite
12.1,18.0,1.82,20.3,0.0702,Graphene-Coated Carbon Fiber Sheet
7.16,22.7,6.41,12.3,0.913,Reinforced Carbon-Carbon (RCC) Shield Tile
4.41,21.7,4.35,7.77,0.372,Graphene-Coated Carbon Fiber Sheet
10.0,16.5,3.3,19.1,0.243,Silicon Oxycarbide Shield Tile
5.19,14.0,8.64,7.31,4.39,Boron Nitride Nanotube Composite
5.06,22.6,5.43,7.48,0.521,Boron Nitride Nanotube Composite
6.29,19.7,4.12,14.4,0.298,Boron Nitride Nanotube Composite
7.45,18.2,3.8,16.5,0.262,Graphene Nanoplatelet Thermal Interface Material
4.35,20.4,5.39,1.71,0.576,Graphene-Coated Carbon Fiber Sheet
13.9,20.9,3.59,20.1,0.277,Reinforced Carbon-Carbon (RCC) Shield Tile
5.44,22.7,4.01,10.3,0.287,Graphene Nanoplatelet Thermal Interface Material
4.16,21.3,4.58,6.95,0.376,Phenolic Impregnated Carbon Ablator (PICA)
4.57,22.0,5.37,4.88,0.57,Phenolic Impregnated Carbon Ablator (PICA)
5.76,22.4,7.83,4.4,1.1,Graphene Nanoplatelet Thermal Interface Material
5.36,22.8,3.13,10.4,0.177,Boron Nitride Nanotube Composite
4.39,18.3,7.96,6.03,1.28,Phenolic Impregnated Carbon Ablator (PICA)
8.53,22.8,2.54,15.7,0.123,Aerogel-Infused Carbon Fiber Panel
13.3,8.83,5.49,19.1,0.576,Boron Nitride Nanotube Composite
4.85,22.8,3.33,8.57,0.216,Graphene Nanoplatelet Thermal Interface Material
11.5,22.3,4.7,18.0,0.43,Reinforced Carbon-Carbon (RCC) Shield Tile
3.97,20.9,4.8,4.4,0.477,Boron Nitride Nanotube Composite
5.14,19.8,4.62,12.2,0.39,Phenolic Impregnated Carbon Ablator (PICA)
5.46,22.7,3.5,10.7,0.214,Graphene Nanoplatelet Thermal Interface Material
4.51,21.4,4.66,1.64,0.386,Phenolic Impregnated Carbon Ablator (PICA)
4.37,22.7,3.08,5.03,0.168,Graphene Nanoplatelet Thermal Interface Material
8.11,22.5,2.52,15.5,0.114,Diamond-Like Carbon (DLC) Coated Radiator
3.67,13.4,4.11,10.3,0.297,Phenolic Impregnated Carbon Ablator (PICA)
11.7,18.5,2.52,20.0,0.118,Boron Nitride Nanotube Composite
4.16,15.6,4.29,11.8,0.346,Diamond-Like Carbon (DLC) Coated Radiator
5.32,17.1,2.12,14.4,0.0859,Zirconium Dioxide Ceramic Heat Sink
4.57,21.6,2.83,10.0,0.143,Phenolic Impregnated Carbon Ablator (PICA)
3.31,19.7,3.63,5.77,0.237,Boron Nitride Nanotube Composite
4.65,20.6,2.87,11.3,0.164,Diamond-Like Carbon (DLC) Coated Radiator
11.1,12.4,4.18,19.5,0.408,Boron Nitride Nanotube Composite
4.46,20.8,6.65,5.32,0.844,Graphene Nanoplatelet Thermal Interface Material
4.96,22.2,3.48,10.1,0.214,Graphene-Coated Carbon Fiber Sheet
6.49,22.1,7.46,10.8,1.08,Graphene Nanoplatelet Thermal Interface Material
4.52,22.2,5.03,5.87,0.484,Boron Nitride Nanotube Composite
10.4,22.5,1.89,17.7,0.0684,Graphene-Coated Carbon Fiber Sheet
8.88,21.9,4.04,16.4,0.294,Reinforced Carbon-Carbon (RCC) Shield Tile
4.52,22.2,5.08,4.75,0.463,Graphene Nanoplatelet Thermal Interface Material
7.72,21.9,3.08,15.4,0.174,Graphene Nanoplatelet Thermal Interface Material
4.3,20.7,1.66,10.6,0.0508,Boron Nitride Nanotube Composite
5.58,20.9,6.54,11.0,0.809,Silicon Oxycarbide Shield Tile
6.52,21.8,9.46,6.99,2.18,Reinforced Carbon-Carbon (RCC) Shield Tile
10.9,22.7,3.68,17.7,0.244,Boron Nitride Nanotube Composite
5.66,22.4,4.09,11.4,0.305,Boron Nitride Nanotube Composite
8.03,21.8,8.12,13.2,1.62,Reinforced Carbon-Carbon (RCC) Shield Tile
6.52,18.4,6.75,14.1,0.986,Phenolic Impregnated Carbon Ablator (PICA)
8.17,22.3,11.1,3.14,2.7,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,19.9,1.78,19.5,0.0607,Graphene-Coated Carbon Fiber Sheet
7.46,15.0,4.91,16.7,0.444,Nanocrystalline Diamond Thermal Spreader
6.98,15.2,7.06,15.1,1.01,Graphene-Coated Carbon Fiber Sheet
13.5,15.0,0.532,21.3,0.00591,Zirconium Dioxide Ceramic Heat Sink
4.34,22.3,3.7,3.25,0.242,Graphene Nanoplatelet Thermal Interface Material
15.6,19.8,3.01,21.2,0.186,Reinforced Carbon-Carbon (RCC) Shield Tile
4.23,22.1,3.75,7.05,0.264,Boron Nitride Nanotube Composite
4.17,22.4,3.2,4.88,0.178,Reinforced Carbon-Carbon (RCC) Shield Tile
5.84,23.0,2.33,11.8,0.0976,Boron Nitride Nanotube Composite
15.7,16.0,4.09,21.7,0.38,Silicon Oxycarbide Shield Tile
5.33,22.8,2.99,10.7,0.181,Diamond-Like Carbon (DLC) Coated Radiator
9.82,21.2,7.66,16.1,1.3,Reinforced Carbon-Carbon (RCC) Shield Tile
7.83,22.2,4.24,15.1,0.388,Boron Nitride Nanotube Composite
3.75,20.5,4.53,7.05,0.365,Graphene Nanoplatelet Thermal Interface Material
7.42,19.0,4.5,16.2,0.462,Graphene-Coated Carbon Fiber Sheet
11.0,23.0,2.87,17.8,0.149,Nanocrystalline Diamond Thermal Spreader
5.15,22.6,5.14,9.05,0.46,Graphene-Coated Carbon Fiber Sheet
6.63,22.7,3.14,13.4,0.183,Boron Nitride Nanotube Composite
5.3,22.9,4.77,9.42,0.399,Graphene Nanoplatelet Thermal Interface Material
6.62,21.4,6.67,12.7,0.958,Diamond-Like Carbon (DLC) Coated Radiator
4.87,22.8,3.78,8.86,0.252,Reinforced Carbon-Carbon (RCC) Shield Tile
5.09,22.8,3.81,9.65,0.259,Graphene Nanoplatelet Thermal Interface Material
11.9,18.8,3.52,20.0,0.246,Boron Nitride Nanotube Composite
6.77,19.1,10.3,10.0,2.64,Graphene Nanoplatelet Thermal Interface Material
8.38,17.0,2.22,18.1,0.0905,Phenolic Impregnated Carbon Ablator (PICA)
4.11,21.4,4.68,7.16,0.391,Graphene-Coated Carbon Fiber Sheet
4.86,22.9,4.52,2.55,0.371,Diamond-Like Carbon (DLC) Coated Radiator
13.4,7.6,5.09,18.8,0.527,Boron Nitride Nanotube Composite
3.5,16.0,6.53,3.25,1.27,Diamond-Like Carbon (DLC) Coated Radiator
8.18,22.5,10.4,0.806,2.3,Reinforced Carbon-Carbon (RCC) Shield Tile
16.9,7.51,2.27,20.4,0.111,Boron Nitride Nanotube Composite
6.67,22.4,3.69,13.6,0.281,Boron Nitride Nanotube Composite
4.57,22.7,2.12,8.85,0.0842,Boron Nitride Nanotube Composite
9.6,20.0,1.84,18.4,0.0627,Aerogel-Infused Carbon Fiber Panel
6.32,18.7,6.34,14.1,0.88,Phenolic Impregnated Carbon Ablator (PICA)
12.7,18.7,5.06,20.1,0.579,Silicon Oxycarbide Shield Tile
8.49,21.5,1.57,16.8,0.0468,Graphene-Coated Carbon Fiber Sheet
4.76,21.3,4.93,10.1,0.43,Graphene Nanoplatelet Thermal Interface Material
4.35,22.8,3.56,5.62,0.219,Reinforced Carbon-Carbon (RCC) Shield Tile
4.93,23.0,4.49,8.2,0.366,Graphene Nanoplatelet Thermal Interface Material
4.29,21.4,4.42,1.67,0.441,Reinforced Carbon-Carbon (RCC) Shield Tile
10.9,16.3,2.75,20.0,0.183,Boron Nitride Nanotube Composite
13.7,13.7,0.44,21.4,0.00416,Zirconium Dioxide Ceramic Heat Sink
13.1,18.0,2.78,20.9,0.183,Boron Nitride Nanotube Composite
5.84,22.1,1.68,13.0,0.0556,Boron Nitride Nanotube Composite
6.42,21.4,6.86,12.3,1.32,Diamond-Like Carbon (DLC) Coated Radiator
3.48,20.2,4.57,4.73,0.377,Graphene Nanoplatelet Thermal Interface Material
4.58,21.9,6.1,6.21,0.82,Graphene-Coated Carbon Fiber Sheet
6.36,19.7,4.85,14.6,0.414,Boron Nitride Nanotube Composite
3.7,14.8,2.43,11.8,0.104,Boron Nitride Nanotube Composite
5.81,22.8,5.27,10.9,0.51,Graphene Nanoplatelet Thermal Interface Material
6.27,22.7,3.08,13.0,0.171,Graphene-Coated Carbon Fiber Sheet
9.39,22.9,2.35,16.8,0.0997,Boron Nitride Nanotube Composite
5.72,21.6,4.06,12.7,0.302,Graphene Nanoplatelet Thermal Interface Material
12.0,18.1,3.55,20.3,0.268,Phenolic Impregnated Carbon Ablator (PICA)
8.51,21.9,3.1,16.5,0.198,Silicon Oxycarbide Shield Tile
9.19,21.8,6.72,15.9,0.981,Reinforced Carbon-Carbon (RCC) Shield Tile
4.47,19.2,4.62,11.6,0.45,Graphene Nanoplatelet Thermal Interface Material
6.29,7.51,4.59,12.2,1.19,Boron Nitride Nanotube Composite
11.4,22.6,5.94,17.6,0.8,Graphene-Coated Carbon Fiber Sheet
8.26,22.9,3.53,15.5,0.229,Graphene Nanoplatelet Thermal Interface Material
9.59,18.8,1.06,18.9,0.0307,Graphene-Coated Carbon Fiber Sheet
17.0,21.2,3.59,21.1,0.245,Boron Nitride Nanotube Composite
4.06,22.6,2.69,5.83,0.146,Boron Nitride Nanotube Composite
6.93,21.8,2.47,14.9,0.113,Diamond-Like Carbon (DLC) Coated Radiator
10.6,17.6,2.17,19.8,0.0886,Aerogel-Infused Carbon Fiber Panel
3.58,20.1,5.26,5.94,0.479,Boron Nitride Nanotube Composite
6.71,22.7,2.57,13.9,0.12,Boron Nitride Nanotube Composite
6.81,22.4,6.32,12.7,0.763,Nanocrystalline Diamond Thermal Spreader
10.3,22.6,3.0,17.7,0.164,Boron Nitride Nanotube Composite
8.1,14.9,3.72,17.9,0.262,Graphene-Coated Carbon Fiber Sheet
6.42,19.6,2.9,15.4,0.159,Aerogel-Infused Carbon Fiber Panel
4.52,22.6,3.59,8.57,0.257,Boron Nitride Nanotube Composite
5.01,22.5,3.89,10.3,0.267,Boron Nitride Nanotube Composite
5.12,22.9,4.58,9.52,0.375,Graphene Nanoplatelet Thermal Interface Material
4.43,22.6,4.75,3.96,0.505,Nanocrystalline Diamond Thermal Spreader
7.36,21.5,4.16,15.3,0.371,Phenolic Impregnated Carbon Ablator (PICA)
